#
#
# US Geological Survey, Water Resources Data
# retrieved: 2024-04-11 14:12:21 EDT      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 09403850 KANAB CREEK ABOVE THE MOUTH NEAR SUPAI, AZ
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		5352	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	09403850	00060	5352	2016	9	30.1
USGS	09403850	00060	5352	2016	10	6.12
USGS	09403850	00060	5352	2016	11	5.2
USGS	09403850	00060	5352	2016	12	10.1
USGS	09403850	00060	5352	2017	1	16.6
USGS	09403850	00060	5352	2017	2	49.8
USGS	09403850	00060	5352	2017	3	9.6
USGS	09403850	00060	5352	2017	4	5.83
USGS	09403850	00060	5352	2017	5	3.96
USGS	09403850	00060	5352	2017	6	3.8
USGS	09403850	00060	5352	2017	7	5.62
USGS	09403850	00060	5352	2017	8	8.57
USGS	09403850	00060	5352	2017	9	5.25
USGS	09403850	00060	5352	2017	10	3.92
USGS	09403850	00060	5352	2017	11	3.75
USGS	09403850	00060	5352	2017	12	3.67
USGS	09403850	00060	5352	2018	1	4.11
USGS	09403850	00060	5352	2018	2	3.83
USGS	09403850	00060	5352	2018	3	4.08
USGS	09403850	00060	5352	2018	4	3.91
USGS	09403850	00060	5352	2018	5	3.72
USGS	09403850	00060	5352	2018	6	3.51
USGS	09403850	00060	5352	2018	7	33.9
USGS	09403850	00060	5352	2018	8	60
USGS	09403850	00060	5352	2018	9	3.98
USGS	09403850	00060	5352	2018	10	28.2
USGS	09403850	00060	5352	2018	11	5.56
USGS	09403850	00060	5352	2018	12	4.6
USGS	09403850	00060	5352	2019	1	5.99
USGS	09403850	00060	5352	2019	2	19.6
USGS	09403850	00060	5352	2019	3	45.8
USGS	09403850	00060	5352	2019	4	5.05
USGS	09403850	00060	5352	2019	5	5.39
USGS	09403850	00060	5352	2019	6	3.54
USGS	09403850	00060	5352	2019	7	3.11
USGS	09403850	00060	5352	2019	8	3.12
USGS	09403850	00060	5352	2019	9	3.18
USGS	09403850	00060	5352	2019	10	3.14
USGS	09403850	00060	5352	2019	11	28.5
USGS	09403850	00060	5352	2019	12	16.1
USGS	09403850	00060	5352	2020	1	3.76
USGS	09403850	00060	5352	2020	2	3.67
USGS	09403850	00060	5352	2020	3	21.8
USGS	09403850	00060	5352	2020	4	4.52
USGS	09403850	00060	5352	2020	5	3.62
USGS	09403850	00060	5352	2020	6	3.39
USGS	09403850	00060	5352	2020	7	3.81
USGS	09403850	00060	5352	2020	8	3.48
USGS	09403850	00060	5352	2020	9	3.11
USGS	09403850	00060	5352	2020	10	3.28
USGS	09403850	00060	5352	2020	11	3.57
USGS	09403850	00060	5352	2020	12	3.33
USGS	09403850	00060	5352	2021	1	3.39
USGS	09403850	00060	5352	2021	2	3.29
USGS	09403850	00060	5352	2021	3	3.36
USGS	09403850	00060	5352	2021	4	3.34
USGS	09403850	00060	5352	2021	5	3.22
USGS	09403850	00060	5352	2021	6	3.1
USGS	09403850	00060	5352	2021	7	56.4
USGS	09403850	00060	5352	2021	8	30.3
USGS	09403850	00060	5352	2021	9	7.39
USGS	09403850	00060	5352	2021	10	8.05
USGS	09403850	00060	5352	2021	11	3.85
USGS	09403850	00060	5352	2021	12	7.72
USGS	09403850	00060	5352	2022	1	3.82
USGS	09403850	00060	5352	2022	2	3.89
USGS	09403850	00060	5352	2022	3	4.04
USGS	09403850	00060	5352	2022	4	3.97
USGS	09403850	00060	5352	2022	5	3.94
USGS	09403850	00060	5352	2022	6	3.76
USGS	09403850	00060	5352	2022	7	9.42
USGS	09403850	00060	5352	2022	8	48.3
USGS	09403850	00060	5352	2022	9	27.3
USGS	09403850	00060	5352	2022	10	12.2
USGS	09403850	00060	5352	2022	11	5.08
USGS	09403850	00060	5352	2022	12	4.49

