#
#
# US Geological Survey, Water Resources Data
# retrieved: 2024-04-11 14:11:47 EDT      (caww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 09402000 LITTLE COLORADO RIVER NEAR CAMERON, AZ
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		5312	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
USGS	09402000	00060	5312	2015	6	3.57
USGS	09402000	00060	5312	2015	7	205
USGS	09402000	00060	5312	2015	8	271.5
USGS	09402000	00060	5312	2015	9	113.6
USGS	09402000	00060	5312	2015	10	222.4
USGS	09402000	00060	5312	2015	11	39.2
USGS	09402000	00060	5312	2015	12	4.44
USGS	09402000	00060	5312	2016	1	27.1
USGS	09402000	00060	5312	2016	2	231.8
USGS	09402000	00060	5312	2016	3	70.6
USGS	09402000	00060	5312	2016	4	2.33
USGS	09402000	00060	5312	2016	5	2.11
USGS	09402000	00060	5312	2016	6	0
USGS	09402000	00060	5312	2016	7	5.23
USGS	09402000	00060	5312	2016	8	205.2
USGS	09402000	00060	5312	2016	9	17.9
USGS	09402000	00060	5312	2016	10	43.6
USGS	09402000	00060	5312	2016	11	70.3
USGS	09402000	00060	5312	2016	12	179.4
USGS	09402000	00060	5312	2017	1	272.4
USGS	09402000	00060	5312	2017	2	633.1
USGS	09402000	00060	5312	2017	3	587.3
USGS	09402000	00060	5312	2017	4	37
USGS	09402000	00060	5312	2017	5	0.259
USGS	09402000	00060	5312	2017	6	0
USGS	09402000	00060	5312	2017	7	181
USGS	09402000	00060	5312	2017	8	176.4
USGS	09402000	00060	5312	2017	9	2.65
USGS	09402000	00060	5312	2017	10	7.08
USGS	09402000	00060	5312	2017	11	0
USGS	09402000	00060	5312	2017	12	0
USGS	09402000	00060	5312	2018	1	0.009
USGS	09402000	00060	5312	2018	2	0
USGS	09402000	00060	5312	2018	3	0.073
USGS	09402000	00060	5312	2018	4	0
USGS	09402000	00060	5312	2018	5	0
USGS	09402000	00060	5312	2018	6	0
USGS	09402000	00060	5312	2018	7	282.5
USGS	09402000	00060	5312	2018	8	104.1
USGS	09402000	00060	5312	2018	9	285.3
USGS	09402000	00060	5312	2018	10	628
USGS	09402000	00060	5312	2018	11	15.4
USGS	09402000	00060	5312	2018	12	0
USGS	09402000	00060	5312	2019	1	32.1
USGS	09402000	00060	5312	2019	2	630.3
USGS	09402000	00060	5312	2019	3	1299
USGS	09402000	00060	5312	2019	4	207.1
USGS	09402000	00060	5312	2019	5	7.57
USGS	09402000	00060	5312	2019	6	0.187
USGS	09402000	00060	5312	2019	7	3.09
USGS	09402000	00060	5312	2019	8	26.7
USGS	09402000	00060	5312	2019	9	42.8
USGS	09402000	00060	5312	2019	10	1.67
USGS	09402000	00060	5312	2019	11	54.9
USGS	09402000	00060	5312	2019	12	233
USGS	09402000	00060	5312	2020	1	51.3
USGS	09402000	00060	5312	2020	2	283.4
USGS	09402000	00060	5312	2020	3	700.8
USGS	09402000	00060	5312	2020	4	202.5
USGS	09402000	00060	5312	2020	5	0.31
USGS	09402000	00060	5312	2020	6	0
USGS	09402000	00060	5312	2020	7	0.35
USGS	09402000	00060	5312	2020	8	1.88
USGS	09402000	00060	5312	2020	9	0
USGS	09402000	00060	5312	2020	10	0
USGS	09402000	00060	5312	2020	11	0
USGS	09402000	00060	5312	2020	12	0
USGS	09402000	00060	5312	2021	1	0
USGS	09402000	00060	5312	2021	2	0
USGS	09402000	00060	5312	2021	3	0.005
USGS	09402000	00060	5312	2021	4	0
USGS	09402000	00060	5312	2021	5	0
USGS	09402000	00060	5312	2021	6	0
USGS	09402000	00060	5312	2021	7	537.5
USGS	09402000	00060	5312	2021	8	328
USGS	09402000	00060	5312	2021	9	40.9
USGS	09402000	00060	5312	2021	10	233.9
USGS	09402000	00060	5312	2021	11	0
USGS	09402000	00060	5312	2021	12	4.09
USGS	09402000	00060	5312	2022	1	41
USGS	09402000	00060	5312	2022	2	0.028
USGS	09402000	00060	5312	2022	3	52.8
USGS	09402000	00060	5312	2022	4	88.1
USGS	09402000	00060	5312	2022	5	0
USGS	09402000	00060	5312	2022	6	4.34
USGS	09402000	00060	5312	2022	7	322.9
USGS	09402000	00060	5312	2022	8	1525
USGS	09402000	00060	5312	2022	9	476.7
USGS	09402000	00060	5312	2022	10	513.9
USGS	09402000	00060	5312	2022	11	0.422
USGS	09402000	00060	5312	2022	12	0.005

